pair_ID	sentença_a	sentença_b	relatedness_score	entailment_judgment
7989	O homem cercado por homens com uma câmera está usando um terno cinza e óculos	Um homem de terno está sendo cercado por fotógrafos	4	ENTAILMENT
7990	A mulher cercada por fotógrafos está usando um terno cinza e óculos	Um homem de terno está sendo cercado por fotógrafos	2.565	NEUTRAL
7993	Crianças em ternos de natação não estão brincando na água	Crianças em ternos de natação estão brincando na água	4.2	CONTRADICTION
7995	As crianças estão usando roupas de banho e a água está espirrando	As crianças não estão usando ternos e a água está espirrando	4.4	CONTRADICTION
7996	Crianças em ternos de natação estão brincando na água	Os meninos estão usando roupas de banho e a água está espirrando	4	NEUTRAL
7998	Crianças em ternos de natação estão brincando na piscina	As crianças estão usando roupas de banho e a água está espirrando	4	NEUTRAL
7999	Crianças em ternos de natação não estão brincando na água	As crianças estão usando roupas de banho e a água está espirrando	3.1	NEUTRAL
8002	As pessoas estão penduradas em tiras e chutando uma para a outra	Ninguém está pendurado em tiras e chutando um para o outro	3.785	CONTRADICTION
8005	Uma garota está pendurada por cordas de ginástica	As pessoas estão penduradas em tiras e chutando uma para a outra	2	NEUTRAL
8006	Um homem loiro está pendurado por cordas de ginástica	As pessoas estão penduradas em tiras e chutando uma para a outra	2.1	NEUTRAL
8010	Um homem vestido de preto e branco está segurando a raquete de tênis e está esperando a bola	Um jogador vestido de preto e branco está segurando a raquete de tênis e está esperando a bola	4.4	ENTAILMENT
8012	Um tenista no meio do jogo está segurando uma raquete	Uma raquete está sendo mantida por um tenista no meio do jogo	4.8	ENTAILMENT
8014	Um homem vestido de preto e branco está segurando a raquete de tênis e está esperando a bola	Uma raquete está sendo mantida por um tenista no meio do jogo	3.8	NEUTRAL
8018	Um homem vestido de preto e branco está segurando a raquete de tênis e está esperando a bola	Um tenista no meio do jogo está segurando uma raquete	4	NEUTRAL
8021	Um cachorro marrom e branco está brincando na grama	Um cachorro marrom e branco está brincando no gramado	4.7	ENTAILMENT
8024	Um cachorro está brincando na grama verde	Um gato marrom e branco está brincando na grama	3.3	NEUTRAL
8025	Um cachorro marrom e branco está brincando na grama	Um cachorro está brincando no campo verde	3.6	NEUTRAL
8028	Um garoto de pele bronzeada está olhando para a câmera	Uma criança de pele bronzeada está olhando para a câmera	4.8	ENTAILMENT
8029	Não há criança de pele bronzeada olhando para a câmera	Uma criança de pele bronzeada está olhando para a câmera	3.7	CONTRADICTION
8031	Um menino com um babador não está assistindo a câmera	Um menino com um babador está assistindo a câmera	3.8	CONTRADICTION
8032	Um garoto com um babador está assistindo a câmera	Uma criança de pele bronzeada está olhando para a câmera	4.1	NEUTRAL
8037	Um garoto de camisa azul está pulando na água	O garoto de camisa azul está pulando na água	4.9	ENTAILMENT
8038	O garoto de camisa azul não está pulando na água	O garoto de camisa azul está pulando na água	3.9	CONTRADICTION
8039	Um garoto está mergulhando em um lago parado	Um garoto está pulando em um lago parado	5	ENTAILMENT
8040	Uma jovem está pulando em um lago parado	Um garoto está pulando em um lago parado	3.5	NEUTRAL
8041	O garoto de camisa azul está pulando na água	Um garoto está mergulhando em um lago parado	4	NEUTRAL
8044	Um garoto está pulando em um lago parado	O garoto de camisa azul não está pulando na água	3.3	NEUTRAL
8047	Duas pessoas estão carregando cestas e cobertores coloridos e andando perto de um prédio	Duas pessoas estão carregando cestas e cobertores cinzentos e andando perto de um prédio	3.5	NEUTRAL
8049	Duas pessoas estão sentadas com cestas e cobertores carregados	Duas pessoas estão andando com cestas e cobertores carregados	4.2	NEUTRAL
8050	Duas pessoas estão carregando cestas e cobertores coloridos e andando perto de um prédio	Duas pessoas estão andando com cestas carregadas e cobertores coloridos	4.3	NEUTRAL
8055	Uma jovem está sentada em um maiô	Uma jovem menina está sentada em equipamento de natação	4.5	ENTAILMENT
8058	Um garoto está vestindo um maiô de natação com padrões azuis, uma touca de natação preta e amarela e tem óculos de natação azuis na cabeça	Uma jovem menina está vestindo um maiô de natação com estampamento azul, uma touca de natação preta e amarela e tem óculos de natação azuis na cabeça	3.9	NEUTRAL
8059	Uma garotinha está vestindo um maiô de natação com estampamento azul, uma touca de natação preta e amarela e tem óculos de natação azuis na cabeça	Uma jovem menina está sentada em equipamento de natação	4.185	NEUTRAL
8060	Um garoto está vestindo um maiô de natação com padrões azuis, uma touca de natação preta e amarela e tem óculos de natação azuis na cabeça	Uma jovem menina está sentada em equipamento de natação	2.9	NEUTRAL
8064	Um cachorro está correndo em uma estrada nevada	Um cachorro está correndo em um caminho de neve	4.5	ENTAILMENT
8065	Um cachorro está correndo em um caminho lamacento	Um cachorro está correndo em um caminho de neve	3.5	NEUTRAL
8067	Um cachorro marrom está correndo por uma trilha nevada	Um cachorro branco está passando por uma trilha nevada	3.4	NEUTRAL
8068	Um cachorro marrom está passando por um caminho de neve	Um cachorro está correndo em um caminho de neve	4.5	ENTAILMENT
8069	Um cachorro branco está passando por uma trilha nevada	Um cachorro está correndo em um caminho de neve	4.3	ENTAILMENT
8071	Um cachorro está correndo em um caminho lamacento	Um cachorro marrom está correndo por uma trilha nevada	3.4	NEUTRAL
8072	Um cachorro marrom está correndo por uma trilha nevada	Um cachorro está correndo em um caminho de neve	4	ENTAILMENT
8073	Dois meninos em roupas brancas e equipamentos de proteção vermelha estão brigando em um tapete	Duas crianças em roupas brancas e equipamentos de proteção vermelha estão brigando em um tapete	4.3	ENTAILMENT
8076	Dois meninos estão fazendo artes marciais em um tapete verde	Dois meninos estão fazendo artes marciais em um tapete azul	3.9	NEUTRAL
8077	Duas crianças estão fazendo artes marciais em um tapete azul	Duas crianças em roupas brancas e equipamentos de proteção vermelha estão brigando em um tapete	3.8	NEUTRAL
8079	Dois meninos estão fazendo artes marciais em um tapete azul	Dois meninos em roupas brancas e equipamentos de proteção vermelha estão brigando em um tapete	3.4	NEUTRAL
8084	Um cachorro preto e branco está brincando com um vôlei quebrado	Um cachorro preto e branco está brincando com uma bola quebrada	4.5	ENTAILMENT
8089	Um cachorro preto e branco está brincando com um frisbee em um campo marrom	Um cachorro preto e branco está brincando com um vôlei quebrado	3.6	NEUTRAL
8090	Um cachorro preto e branco está brincando com um vôlei esfarrapado em um campo marrom	Um cachorro preto e branco está brincando com um vôlei quebrado	4.3	ENTAILMENT
8091	Um garoto de capacete está andando de bicicleta na estrada	Uma bicicleta é montada na estrada por um garoto em um capacete	4.9	ENTAILMENT
8092	Um garoto de capacete está andando de bicicleta no gramado	Um garoto de capacete está andando de bicicleta na estrada	3.5	NEUTRAL
8093	O menino está andando de bicicleta em uma corrida	Uma bicicleta está sendo montada pelo menino em uma corrida	4.8	ENTAILMENT
8094	O menino está andando de bicicleta em uma corrida	A menina está andando de bicicleta em uma corrida	3.6	NEUTRAL
8095	Uma bicicleta está sendo montada pelo menino em uma corrida	Um garoto de capacete está andando de bicicleta na estrada	3.6	NEUTRAL
8096	Um garoto de capacete está andando de bicicleta na estrada	A menina está andando de bicicleta em uma corrida	3	NEUTRAL
8104	Uma mulher está sendo manchada de substância marrom e uma multidão embaçada está em segundo plano	Uma mulher de topless está sendo coberta de lama	3.4	NEUTRAL
8105	Uma mulher de topless está sendo manchada de substância marrom e ninguém está em segundo plano	Uma mulher de topless está sendo coberta de lama	4	NEUTRAL
8108	Uma mulher de topless está sendo coberta de lama	Uma mulher de topless está sendo manchada com uma substância marrom e uma multidão embaçada está em segundo plano	3.8	NEUTRAL
8109	Dois meninos e um homem estão jogando em um fliperama	Dois crianças e um homem estão jogando em um fliperama	4.6	ENTAILMENT
8110	Dois crianças e um homem estão jogando em um fliperama	Dois crianças e uma mulher estão jogando em um fliperama	3.7	NEUTRAL
8112	Uma família não está comprando algo em uma máquina de venda automática	Uma família está comprando algo na máquina de venda automática	3.8	CONTRADICTION
8119	Uma líder de torcida está pulando no joelho de uma líder de torcida masculina	Uma líder de torcida está sentada no joelho de uma líder de torcida masculina	3.58	NEUTRAL
8120	Algumas líderes de torcida estão fazendo uma pausa	Algumas líderes de torcida estão relaxando	4.45	ENTAILMENT
8121	Algumas líderes de torcida estão fazendo uma pausa	Algumas líderes de torcida estão dançando	3.8	NEUTRAL
8124	Algumas líderes de torcida estão fazendo uma pausa	Uma líder de torcida está sentada no joelho de um homem	2.9	NEUTRAL
8126	Uma líder de torcida está sentada no joelho de uma líder de torcida masculina	Algumas líderes de torcida estão fazendo uma pausa	3.5	NEUTRAL
8127	Um grupo de pessoas está segurando bebidas e apontando para a câmera	As bebidas estão sendo mantidas por pessoas apontando para a câmera	4.8	ENTAILMENT
8129	Vários jovens estão posando para uma foto e segurando cervejas	Vários jovens estão posando para uma foto e segurando bebidas	4.5	ENTAILMENT
8130	Vários jovens estão posando para uma foto e segurando cervejas	Vários idosos estão posando para uma foto e segurando cervejas	3.265	NEUTRAL
8134	Vários jovens estão posando para uma foto e segurando cervejas	Um grupo de pessoas está segurando comida e apontando para a câmera	3.3	NEUTRAL
8136	Uma garota com cabelos ruivos e sobrancelhas vermelhas está falando	Uma garota com cabelos ruivos e sobrancelhas vermelhas está no meio da pulseira	4.6	ENTAILMENT
8143	Uma garota com cabelos ruivos e sobrancelhas vermelhas está no meio da pulseira	A garota tem cabelos ruivos e sobrancelhas, vários piercings em um ouvido e uma tatuagem nas costas	3.4	NEUTRAL
8145	Uma mulher de azul tem uma bola amarela na luva	Uma mulher de azul tem uma bola amarela na mão	3.8	NEUTRAL
8147	A garota de azul está perseguindo o corredor da base com um número na camisa	A garota de azul está perseguindo o jogador com um número na camisa	4.4	ENTAILMENT
8152	A garota de azul está perseguindo o corredor da base com um número na camisa	Um homem de azul tem uma bola amarela na luva	2.7	NEUTRAL
8155	O jovem não está escalando	O jovem está escalando	4.2	CONTRADICTION
8156	Um homem em um chapéu roxo está subindo uma parede rochosa com as mãos	Uma parede rochosa é escalada por um homem em um chapéu roxo com as próprias mãos	4.9	ENTAILMENT
8157	Um homem em um chapéu roxo não está escalando uma parede rochosa com as mãos	Um homem em um chapéu roxo está subindo uma parede rochosa com as mãos	3.6	CONTRADICTION
8158	Uma parede rochosa é escalada por um homem em um chapéu roxo com as próprias mãos	O jovem está escalando	4.2	ENTAILMENT
8159	Um homem em um chapéu roxo não está escalando uma parede rochosa com as mãos	O jovem está escalando	2.8	NEUTRAL
8161	Um homem em um chapéu roxo está subindo uma parede rochosa com as mãos	O jovem não está escalando	3.3	NEUTRAL
8162	Um homem em um chapéu roxo está subindo uma parede rochosa com as mãos	O jovem está escalando	3.7	NEUTRAL
8165	Uma mulher loira está sentada no telhado de um veículo amarelo e duas pessoas estão dentro	Uma mulher com cabelo loiro está sentado no telhado de um veículo amarelo e duas pessoas estão dentro	4.5	ENTAILMENT
8168	Duas pessoas estão dirigindo um jipe ​​e uma senhora está sentada no topo	Uma mulher loira está sentada no telhado de um veículo amarelo e duas pessoas estão lá fora	2.5	NEUTRAL
8173	Um gato marrom grande está pulando sobre um obstáculo vermelho	Um grande cachorro marrom está pulando sobre um obstáculo vermelho	3.4	NEUTRAL
8175	Um cachorro marrom e branco está pulando sobre um obstáculo vermelho, amarelo e branco	Um cachorro marrom e branco está passando sob um obstáculo vermelho, amarelo e branco	4.1	NEUTRAL
8177	Um cachorro marrom e branco está passando sob um obstáculo vermelho, amarelo e branco	Um grande cachorro marrom está pulando sobre um obstáculo vermelho	3.1	NEUTRAL
8179	Um cachorro marrom e branco está pulando sobre um obstáculo vermelho, amarelo e branco	Um gato marrom grande está pulando sobre um obstáculo vermelho	2.8	NEUTRAL
8180	Um cachorro marrom e branco está pulando sobre um obstáculo vermelho, amarelo e branco	Um grande cachorro marrom está pulando sobre um obstáculo vermelho	4	NEUTRAL
8184	Um cachorro amarelo está bebendo água da torneira	Um cachorro amarelo não está bebendo água da torneira	3.6	CONTRADICTION
8186	O cachorro amarelo está bebendo água de uma garrafa	Um cachorro amarelo não está bebendo água da torneira	4.3	NEUTRAL
8187	O cachorro amarelo está bebendo água de um recipiente	Um cachorro amarelo está bebendo água da torneira	3.9	NEUTRAL
8189	Um cachorro amarelo está bebendo água da torneira	O cachorro amarelo está bebendo água de uma garrafa	3.8	CONTRADICTION
8190	Adultos e crianças em pé e brincando na frente de degraus perto de uma área arborizada	Adultos e crianças em pé e brincando na frente de uma escada perto de uma área arborizada	4.8	ENTAILMENT
8191	Adultos e crianças estão de pé e brincando na frente de degraus perto de uma área do deserto	Adultos e crianças em pé e brincando na frente de degraus perto de uma área arborizada	3.6	NEUTRAL
8192	Os adultos e crianças estão sendo agrupados perto de um arranjo de assentos ao ar livre	Os adultos e crianças estão sendo reunidos perto de um arranjo de assentos ao ar livre	5	ENTAILMENT
8194	Adultos e crianças em pé e brincando na frente de degraus perto de uma área arborizada	Os adultos e crianças estão sendo agrupados perto de um arranjo de assentos ao ar livre	2.8	NEUTRAL
8195	Os adultos e crianças não estão reunidos perto de um arranjo de assentos ao ar livre	Adultos e crianças em pé e brincando na frente de degraus perto de uma área arborizada	2.9	NEUTRAL
8196	Os adultos e crianças estão sendo reunidos perto de um arranjo de assentos ao ar livre	Adultos e crianças em pé e brincando na frente de uma escada perto de uma área arborizada	2.8	NEUTRAL
8199	Uma noiva com um vestido branco está olhando para baixo	Uma noiva com um véu branco está olhando para baixo	4.435	NEUTRAL
8200	Uma noiva com um véu preto está olhando para baixo	Uma noiva com um véu branco está olhando para baixo	3.5	NEUTRAL
8201	Uma mulher está olhando para baixo e está vestindo um vestido de noiva	Uma mulher está olhando para baixo e está usando um véu de casamento	4.5	ENTAILMENT
8206	Uma noiva com um véu preto está olhando para baixo	Uma mulher está olhando para baixo e está usando um véu de casamento	3.8	ENTAILMENT
8210	Uma garota tem manchas pretas e laranja nas bochechas	Uma garota tem manchas coloridas nas bochechas	4.2	ENTAILMENT
8211	Não há garota com manchas pretas e laranja nas bochechas	Uma garota tem manchas pretas e laranja nas bochechas	3.8	CONTRADICTION
8213	Não há garota com manchas pretas e laranja nas bochechas	Uma garota está de pé em um grupo e está vestindo uma camisa preta e contas rosa	2.6	NEUTRAL
8215	Uma garota tem manchas pretas e laranja nas bochechas	Uma garota está sozinha e usa uma camisa preta e contas rosa	2.3	NEUTRAL
8216	Uma garota está de pé em um grupo e está vestindo uma camisa preta e contas rosa	Uma garota tem manchas pretas e laranja nas bochechas	2	NEUTRAL
8217	Dois cães grandes estão brincando em um campo gramado	Dois cães grandes estão brincando em um campo	4.7	ENTAILMENT
8219	Dois cães estão correndo pela grama alta	Dois animais estão correndo pela grama alta	4.8	ENTAILMENT
8223	Dois cães grandes estão brincando em um campo	Dois cães estão correndo pela grama alta	3.9	NEUTRAL
8225	Dois cães estão correndo pela grama alta	Dois cães grandes estão brincando em um campo gramado	3.8	NEUTRAL
8227	Um cachorro branco está correndo sobre uma paisagem rochosa	Um cachorro preto está correndo sobre uma paisagem rochosa	3.7	NEUTRAL
8228	Um cachorro preto está andando ao longo do terreno rochoso	Um cachorro preto está se movendo ao longo do terreno rochoso	4.3	ENTAILMENT
8230	Um cachorro preto está correndo sobre uma paisagem rochosa	Um cachorro preto está se movendo ao longo do terreno rochoso	4.3	ENTAILMENT
8233	Um cachorro preto está andando ao longo do terreno rochoso	Um cachorro branco está correndo sobre uma paisagem rochosa	3	NEUTRAL
8246	Alguns jovens motociclistas de terra estão pegando uma bicicleta suja em uma colina arenosa	Alguns jovens motociclistas estão pegando uma bicicleta suja em uma colina arenosa	4.4	ENTAILMENT
8247	Alguns jovens motociclistas de terra estão pegando uma bicicleta suja em uma colina arenosa	Alguns motociclistas de terra velhos estão pegando uma bicicleta suja em uma colina arenosa	4	NEUTRAL
8248	Um jovem está empurrando uma bicicleta de motocross em uma colina de terra	Alguns jovens motociclistas estão pegando uma bicicleta suja em uma colina arenosa	4	NEUTRAL
8249	Um jovem está empurrando uma bicicleta de motocross em uma colina de terra	Alguns motociclistas de terra velhos estão pegando uma bicicleta suja em uma colina arenosa	3.3	NEUTRAL
8251	Alguns jovens motociclistas de terra estão pegando uma bicicleta suja em uma colina arenosa	Um jovem está empurrando uma bicicleta de motocross por uma colina de terra	2.9	NEUTRAL
8258	Um jovem e uma mulher estão andando de bicicleta no calçadão perto do oceano	Um homem e mulher de meia idade estão andando de bicicleta por uma estrada ao lado da água	3.2	NEUTRAL
8264	Pedestres e carros estão se movendo por um engarrafamento em uma cidade grande	Pedestres e carros estão se movendo por um engarrafamento na cidade grande	5	ENTAILMENT
8266	Algumas pessoas e veículos estão em uma rua lotada	Pedestres e carros estão se movendo por um engarrafamento na cidade grande	3.8	ENTAILMENT
8267	Pedestres e carros estão se movendo por um engarrafamento em uma pequena cidade	Algumas pessoas e veículos estão em uma rua lotada	3.9	NEUTRAL
8269	Algumas pessoas e veículos estão em uma rua quase vazia	Pedestres e carros estão se movendo por um engarrafamento em uma cidade grande	2.6	NEUTRAL
8272	Dois cães marrons e brancos estão brigando em uma área gramada em frente a uma árvore	Dois cães marrons e brancos estão brigando em uma área gramada atrás de uma árvore	4.2	NEUTRAL
8274	Dois cães estão brincando dentro	Dois cães estão brincando lá fora	3.7	NEUTRAL
8276	Dois cães estão brincando dentro	Dois cães marrons e brancos estão brigando em uma área gramada em frente a uma árvore	2.8	NEUTRAL
8277	Dois cães marrons e brancos estão brigando em uma área gramada em frente a uma planta	Dois cães estão brincando lá fora	3.8	NEUTRAL
8281	Um jogador de futebol está sentado no campo e está bebendo água	Um jogador de futebol está sentado no campo e está bebendo cerveja	2.9	NEUTRAL
8282	Um homem está sentado na grama e bebendo de uma garrafa de água	Um homem está sentado no gramado e bebendo de uma garrafa de água	4.8	ENTAILMENT
8283	Um homem está sentado na grama e bebendo de uma garrafa de água	Uma mulher está sentada na grama e está bebendo de uma garrafa de água	4	NEUTRAL
8285	Um jogador de futebol está sentado no campo e está bebendo água	Uma mulher está sentada na grama e está bebendo de uma garrafa de água	3.3	NEUTRAL
8288	Um jogador de futebol está sentado no campo e está bebendo água	Um homem está sentado na grama e bebendo de uma garrafa de água	3.7	NEUTRAL
8289	Um cachorro está correndo na costa do mar	Um cachorro está correndo na praia	4.6	ENTAILMENT
8294	O cachorro está correndo pela areia seca	Um cachorro está correndo na praia	4.2	NEUTRAL
8296	O cachorro está correndo pela areia molhada	Não há cachorro correndo na praia	2.4	NEUTRAL
8300	Um garoto de rosto gordinho está usando óculos de sol	Um garoto de rosto gordinho está vestindo óculos escuros	4.5	ENTAILMENT
8304	Um garoto de rosto gordinho está usando óculos de sol	Óculos de sol estão sendo usados ​​por um menino	4.5	ENTAILMENT
8305	Um garoto de rosto gordinho está usando óculos de sol	Uma garota está usando óculos de sol	3.3	NEUTRAL
8306	Um garoto de rosto gordinho está usando óculos de sol	Um menino está usando óculos de sol	4.3	ENTAILMENT
8307	As crianças estão sendo vestidas com roupas e jogando um jogo	As crianças estão se vestindo com figurinos e jogando um jogo	4.9	ENTAILMENT
8312	As crianças estão se vestindo com figurinos e jogando um jogo	Um garoto com rosto pintado está parado ao lado de outras crianças	2.7	NEUTRAL
8314	Uma jovem menina com rosto pintado está ao lado de outras crianças	As crianças não estão vestidas com roupas e jogando um jogo	2.9	NEUTRAL
8316	Cães estão correndo em uma pista	Os cães estão correndo em uma pista	4.7	ENTAILMENT
8317	Cães estão correndo em uma pista	Não há corridas de cães em uma pista	3	CONTRADICTION
8321	Um cavalo não está correndo	Cães estão correndo em uma pista	2.2	NEUTRAL
8323	Um cavalo está correndo	Não há corridas de cães em uma pista	2.7	NEUTRAL
8325	Dois motociclistas BMX estão pulando rampas de terra em frente à água	Dois motociclistas BMX estão pulando rampas de terra na frente de um corpo de água	4.8	ENTAILMENT
8327	Alguns motociclistas estão fazendo acrobacias em uma pista perto da água e um horizonte	Alguns motociclistas estão ficando no ar em uma pista perto da água e um horizonte	4.2	ENTAILMENT
8328	Alguns motociclistas estão ficando no ar em uma pista perto da água e um horizonte	Alguns motociclistas não estão ficando no ar em uma pista perto da água e um horizonte	3.9	CONTRADICTION
8329	Dois motociclistas BMX estão pulando rampas de terra na frente de um corpo de água	Alguns motociclistas estão fazendo acrobacias em uma pista perto da água e um horizonte	3.3	NEUTRAL
8330	Dois motociclistas BMX estão pulando rampas de terra na frente de um corpo de água	Alguns motociclistas não estão ficando no ar em uma pista perto da água e um horizonte	3.9	NEUTRAL
8331	Dois motociclistas BMX estão pulando rampas de terra em frente à água	Alguns motociclistas estão ficando no ar em uma pista perto da água e um horizonte	4.1	ENTAILMENT
8333	Dois motociclistas BMX estão pulando rampas de terra na frente de um corpo de água	Alguns motociclistas estão ficando no ar em uma pista perto da água e um horizonte	3.735	NEUTRAL
8335	Um homem está fazendo um truque em um skate	Um homem está fazendo um truque em uma bicicleta	2.5	NEUTRAL
8336	Um homem está fazendo um truque de skate em uma varanda ao ar livre	Um homem está fazendo um truque de skate em uma varanda do parque	4.8	ENTAILMENT
8338	Um homem está fazendo um truque de skate em uma varanda do parque	Um homem está fazendo um truque em um skate	4.4	ENTAILMENT
8339	Uma mulher está fazendo um truque de skate em uma varanda ao ar livre	Um homem está fazendo um truque em um skate	3.6	NEUTRAL
8340	Um homem está fazendo um truque de skate em uma varanda ao ar livre	Uma pessoa está fazendo um truque em um skate	4.3	ENTAILMENT
8345	Um homem de equipamento está usando um capacete com logotipos de patrocinadores e está montando uma motocicleta esportiva vermelha	Um piloto de equipamento está usando um capacete com logotipos de patrocinadores e está montando uma motocicleta esportiva vermelha	4.6	ENTAILMENT
8347	Um homem de equipamento está usando um capacete com logotipos de patrocinadores e está montando uma motocicleta esportiva vermelha	Uma pessoa de uniforme de motocross está usando um capacete e monta uma motocicleta vermelha	3.8	NEUTRAL
8349	Um piloto de equipamento está usando um capacete com logotipos de patrocinadores e está montando uma motocicleta esportiva vermelha	Um homem de uniforme de motocross está usando um capacete e monta uma motocicleta vermelha	4.3	ENTAILMENT
8351	Um piloto de equipamento está usando um capacete com logotipos de patrocinadores e está montando uma motocicleta esportiva vermelha	Uma pessoa de uniforme de motocross está usando um capacete e monta uma motocicleta vermelha	4.1	NEUTRAL
8352	As pessoas estão sentadas em mesas quadradas em uma sala vermelha	As pessoas estão sentadas nas mesas em uma sala vermelha	4.4	ENTAILMENT
8355	Várias pessoas estão sentadas em pequenas mesas em uma sala de luz	Várias pessoas estão sentadas em pequenas mesas em uma sala escura	3.9	NEUTRAL
8356	As pessoas estão sentadas em mesas quadradas em uma sala vermelha	Várias pessoas estão sentadas em pequenas mesas em uma sala escura	3.4	NEUTRAL
8358	Várias pessoas estão sentadas em pequenas mesas em uma sala escura	As pessoas estão sentadas nas mesas em uma sala vermelha	3.7	NEUTRAL
8360	Várias pessoas estão sentadas em pequenas mesas em uma sala escura	As pessoas estão sentadas em mesas quadradas em uma sala vermelha	3.2	NEUTRAL
8363	Um menino está pulando da lateral de uma fonte de água feita de pedra em frente a um prédio	Um menino está pulando da lateral de uma fonte de água de pedra em frente a um prédio	4.6	ENTAILMENT
8366	Um menino de camisa listrada está pulando na frente de uma fonte de água	Um menino está pulando ao lado de uma fonte de água de pedra em frente a um prédio	3.8	NEUTRAL
8367	Um menino está pulando da lateral de uma fonte de água de pedra em frente a um prédio	Um menino de camisa listrada está brincando na frente de uma fonte de água	3	NEUTRAL
8368	Um menino está pulando da lateral de uma fonte de água de pedra em frente a um prédio	Um menino de camisa listrada está pulando atrás de uma fonte de água	3.4	NEUTRAL
8374	Dois cães grandes, de cor clara e um escuro, estão se movendo rapidamente através de terrenos nevados	Dois cães estão pulando pela grama e pedras nevadas	3.6	NEUTRAL
8376	Dois cães estão pulando pela grama nevada e pedras	Dois cães grandes, de cor clara e um escuro, estão correndo por terrenos nevados	4.2	NEUTRAL
8377	Não há cachorro pulando pela grama e pedras nevadas	Dois cães grandes, de cor clara e um escuro, estão correndo por terrenos nevados	3.2	NEUTRAL
8379	Uma garota de azul está deslizando para um slide verde	Uma garota de azul está deslizando para baixo em um slide	4.7	ENTAILMENT
8381	A jovem de azul está se divertindo em um slide	A jovem de azul está desfrutando de um slide	4.7	ENTAILMENT
8384	Uma garota de azul está deslizando para um slide verde	A jovem de azul está se divertindo em um balanço	2.835	NEUTRAL
8388	Um homem negro está andando ao lado de uma loja em uma cidade grande	Um homem negro está andando ao lado de um prédio em uma cidade grande	4.5	ENTAILMENT
8396	Um homem negro está andando ao lado de um prédio em uma cidade grande	Um homem está olhando para longe e as pessoas estão andando entre os edifícios atrás	3.3	NEUTRAL
8400	Não há homem tocando violão ao lado de um baterista	Um homem está tocando violão ao lado de um baterista	3.785	CONTRADICTION
8406	Um cachorro preto está pulando de uma doca em uma lagoa	Um cachorro preto está pulando de uma doca na água	4.5	ENTAILMENT
8407	Um cachorro preto está pulando de uma doca em uma lagoa	Um cachorro preto está pulando em uma doca em uma lagoa	4.7	ENTAILMENT
8409	Um cachorro preto está pulando de uma doca na água	Um cachorro branco está pulando de uma doca na água	3.8	NEUTRAL
8412	Um cachorro preto está pulando de uma doca na água	Um cachorro preto está pulando de uma doca na água	4.9	ENTAILMENT
8417	Uma garotinha está sorrindo e saindo de casa	Uma garotinha está sorrindo e correndo para fora	4.4	ENTAILMENT
8419	Uma garotinha está sorrindo e saindo de casa	Uma garota de vestido branco está correndo	3.7	NEUTRAL
8421	Uma garotinha está sorrindo e correndo para fora	Uma noiva em um vestido branco está correndo	2.6	NEUTRAL
8424	Um esquiador de preto está pegando um pouquinho de ar	Um esquiador vestido de preto está pegando um pouquinho de ar	4.9	ENTAILMENT
8425	Um esquiador em branco está pegando um pouquinho de ar	Um esquiador de preto está pegando um pouquinho de ar	4	NEUTRAL
8426	Um homem está esquiando em uma montanha nevada	Um homem está esquiando em uma colina nevada	4.1	NEUTRAL
8430	Um esquiador vestido de preto está pegando um pouquinho de ar	Um homem está esquiando em uma colina nevada	3.7	NEUTRAL
8431	Um homem está esquiando em uma colina nevada	Um esquiador em branco está pegando um pouquinho de ar	3.8	NEUTRAL
8434	Uma criança está brincando de deslizamento e deslize na grama	Uma criança não está brincando de deslizamento e deslize na grama	3.9	CONTRADICTION
8435	Uma criança está espirrando em uma piscina para crianças e outras crianças brincando em segundo plano	Uma criança está espirrando em uma piscina para crianças e outras crianças brincando em segundo plano	4.9	ENTAILMENT
8437	Uma criança está brincando de deslizamento e deslize na grama	Uma criança está espirrando em uma piscina para crianças e outras crianças brincando em segundo plano	2.6	NEUTRAL
8441	Uma criança está brincando de deslizamento e deslize na grama	Uma criança está espirrando em uma piscina para crianças e outras crianças brincando em segundo plano	2.6	NEUTRAL
8444	Dois homens estão olhando para fora e os binóculos estão sendo mantidos por um deles	Dois homens estão olhando para fora e um está segurando binóculos	4.9	ENTAILMENT
8446	Dois homens estão juntos e um está olhando através dos binóculos	Dois homens estão olhando para fora e os binóculos estão sendo mantidos por um deles	4	ENTAILMENT
8449	Duas mulheres estão juntas e uma olhando através de binóculos	Dois homens estão olhando para fora e um está segurando binóculos	2.7	NEUTRAL
8452	Um motociclista em uma bicicleta está inclinado para um canto afiado	Não há motociclista em uma bicicleta encostada em um canto afiado	3.2	CONTRADICTION
8453	Um homem em uma motocicleta está virando uma esquina	Um homem em uma motocicleta está dando uma esquina	4.9	ENTAILMENT
8455	Um motociclista em uma bicicleta está inclinado para um canto afiado	Um homem em uma motocicleta está virando uma esquina	4.5	ENTAILMENT
8456	Um motociclista em uma bicicleta está inclinado para um canto afiado	Uma mulher em uma motocicleta está dando uma esquina	4	NEUTRAL
8457	Um motociclista em uma bicicleta está inclinado para um canto afiado	Um homem em uma motocicleta está dando uma esquina	4.2	NEUTRAL
8458	Um homem em uma motocicleta está dando uma esquina	Não há motociclista em uma bicicleta encostada em um canto afiado	3.9	CONTRADICTION
8459	Um homem em uma motocicleta está dando uma esquina	Um motociclista em uma bicicleta está inclinado para um canto afiado	4	NEUTRAL
