sent0,sent1,hard_neg
Não tem nenhum homem de pé ao lado de uma gaiola de pássaros grande e colorida,Há um homem ao lado de uma gaiola de pássaros.,Um homem está parado perto de uma gaiola de pássaros grande e colorida
Os cachorros marrons estão divertidamente brigando na areia da praia,Cachorros brincam na areia em uma praia ensolarada.,Os cachorros marrons não estão brigando divertidamente na praia
Uma pessoa vestindo jeans está sentada em cima de uma sela de cavalo,Uma pessoa está sentada em um cavalo.,Não tem pessoas vestindo jeans sentadas em cima de uma sela de cavalo
Uma criança jovem está espirrando água,Alguém está jogando água.,Não tem nenhuma criança jovem espirrando água
A criança pequenina está vadeando pela água e está sendo guiada por outra pessoa,A criança anda na água e é amparada por alguém.,A criança pequenina não está vadeando pela água e não está sendo guiada por outra pessoa
A menina está carregando uma placa e um grupo de pessoas está a seguindo,Uma garota carrega algo e alguns a acompanham.,A menina não está carregando uma placa e nenhum grupo de pessoas está a seguindo
O homem de chapéu de vaqueiro está andando pelo mercado e está colocando uma mão no bolso,Um indivíduo com chapéu anda pelo mercado e toca seu próprio bolso.,O homem com um chapéu de vaqueiro não está andando pelo mercado e não está colocando uma mão em sua carteira
Uma criança loira está segurando uma garrafa amarela,Uma criança está segurando uma garrafa.,Não tem nenhuma uma criança loira segurando uma garrafa amarela
Ninguém está despejando ingredientes em uma panela,Alguém não cozinha nada agora.,Um homem está colocando vegetais em uma panela
Uma mulher de camisa amarela está surfando em uma prancha rosa,Alguém está em uma prancha na água.,Não tem nenhuma mulher com uma camisa amarela surfando em uma prancha de surf rosa
Não tem nenhuma mulher despejando ingredientes dentro de uma tigela,Não tem uma mulher adicionando algo numa tigela.,Uma mulher está despejando ingredientes em uma tigela
As mulheres não estão cantando e dançando,As mulheres não estão cantando.,As mulheres estão cantando e dançando
O homem está tocando o violão,O músico está fazendo um som.,Não tem nenhum homem tocando o violão
Não tem nenhum homem tocando o violão,Não tem nenhum homem tocando um piano.,O homem está tocando o violão
Um homem está mergulhando de um penhasco,Um homem está caindo de cima.,Não tem nenhum homem mergulhando de um penhasco
Um homem está andando de bicicleta elétrica,Um ciclista está usando eletricidade.,Um homem não está andando de bicicleta
Um homem está andando de bicicleta elétrica,Uma pessoa está usando um veículo.,Não tem nenhum homem andando de bicicleta elétrica
O rinoceronte está pastando na grama,B: O rinoceronte está na grama.,Não tem nenhum rinoceronte pastando na grama
O homem está jogando um jogo na grama,Um sujeito está jogando algo ali.,Não tem nenhum homem jogando um jogo na grama
Um bebê tigre está brincando com uma bola,Um tigre jovem brinca com algo.,Não tem nenhum filhote de tigre brincando com uma bola
Um bebê não está brincando com uma boneca,Um humano não está brincando com algo.,Um bebê está brincando com uma boneca
Um homem está disparando com uma espingarda,Um homem segura uma espingarda.,Não tem nenhum homem atirando com uma espingarda
Não tem nenhum homem polvilhando queijo na pizza,Não tem nenhum cão saboreando queijo na pizza.,Um homem está colocando um pouco de queijo em uma pizza
Um homem e uma mulher estão dirigindo pela rua abaixo em um jipe,Um casal está se movendo em um veículo.,Um homem e uma mulher não estão dirigindo pela rua em um jipe
Não tem nenhum homem colocando algum queijo em uma pizza,Não tem um rapaz sequer pondo algum molho numa torta.,Um homem está colocando um pouco de queijo em uma pizza
Um surfista está caindo da onda,Um homem se molha no oceano.,Um surfista está surfando a onda
Duas meninas estão rindo e outras meninas estão olhando-as,Meninas estão rindo e pessoas estão olhando.,Não tem nenhuma menina rindo e não tem nenhuma outra menina assistindo
O goleiro de hóquei no gelo está usando uma camisa de time amarela e está defendendo o gol,O atleta no gelo usa vestimenta amarela e bloqueia a trajetória do disco.,O goleiro de hóquei no gelo não está usando uma camisa de time amarela e não está defendendo o gol
Várias mulheres usando orelhas de coelho rosa estão apontando para a direita,Mulheres com adereços estão indicando algo.,As mulheres não estão usando orelhas de coelho nem números de corrida e não estão apontando para algo distante
As mulheres não estão usando orelhas de coelho nem números de corrida e não estão apontando para algo distante,As pessoas não estão fantasiadas para uma maratona específica agora.,Mulheres estão usando orelhas de coelho e números de corrida e estão apontando para alguma coisa distante
O homem não está tirando uma foto dele mesmo e de outro cara,O homem não está tirando uma foto dele mesmo.,O homem está tirando uma foto dele mesmo e de outro cara
Uma mulher está praticando snowboard ladeira abaixo e outra mulher está de pé atrás dela,Uma pessoa está praticando snowboard e outra está parada atrás.,Não tem nenhuma mulher praticando snowboard ladeira abaixo e não tem nenhuma outra mulher de pé atrás dela
A pessoa não está de pé em um gelo branco,A pessoa está em um gelo.,A pessoa está de pé sobre o gelo branco
Uma pessoa está de pé em um vasto campo de gelo glacial,Gelo glacial cobre o chão sob seus pés.,Não tem nenhuma pessoa de pé em um vasto campo de gelo glacial
Um cachorro de roupinha vermelha não está correndo no campo,Um cachorro não está correndo no campo.,O cachorro de roupinha vermelha está correndo no campo
O barco de resgate laranja não está correndo através da água,O barco laranja não está se movendo na água.,O bote de resgate laranja está correndo através da água
Um menino pequenino de camisa amarela está rindo na praia,Alguém feliz com roupa está na praia.,Não tem nenhum menino pequenino com uma camisa amarela rindo na praia
O homem está tocando violão e tem a capa do violão aberta para doações,O músico está tocando um instrumento e pede esmolas com o estojo aberto.,O homem está guardando o violão no estojo de violão
O homem de pele escura está sobre uma mão em frente a um prédio amarelo,Alguém está em frente a um edifício.,O homem de pele escura não está parado sobre uma mão na frente de um prédio amarelo
O grupo de pessoas está sentado na borda de uma pedra e uma vista cênica está atrás deles,Um grupo de pessoas está sentado em uma pedra.,O grupo de pessoas não está sentado em um parapeito com uma vista bonita atrás deles
A criança está brincando com brinquedos ao ar livre,A criança está sorrindo e se divertindo.,Não tem nenhuma criança jovem usando um casaco branco e jogando um jogo
O cachorro branco usando orelhas de rena está perto de um cachorro castanho,O cão branco com chifres está perto de um cão.,O cachorro branco não está usando orelhinhas de rena e não está perto de um cachorro castanho
Um cachorro amarelo está parando na neve branca em um dia ensolarado,Um animal doméstico repousa sobre a neve clara durante o dia.,Um cachorro amarelo está correndo na neve branca em um dia de sol
Uma mulher está de pé perto de três crianças,Alguém está perto de algumas crianças.,Não tem nenhuma mulher parada perto de três crianças
Uma mulher está brincando com dois meninos jovens em um parque,Uma pessoa está perto de algumas crianças num local aberto.,Não tem nenhuma mulher brincando com dois jovens meninos no parque
Um grande grupo de líderes de torcida está andando em um desfile,Pessoas estão andando em um desfile.,Não tem nenhum grande grupo de líderes de torcida andando em um desfile
Um cachorro preto está sentado na grama e mantendo a boca fechada,Um animal está sentado na grama e respirando.,Um cachorro preto está correndo na grama e sua língua está saindo para fora da boca
Duas mulheres estão vestindo biquínis e estão andando na areia,Mulheres caminham na areia da praia.,Não tem mulheres usando biquínis na praia de areia
O tira não está sentado em uma bicicleta de policial,O policial não está sentado em uma bicicleta.,O policial está sentado na bicicleta de polícia
A multidão não está assistindo dois carros de corrida que estão atravessando a linha de partida,A multidão está assistindo carros que estão correndo.,A multidão está assistindo dois carros de corrida que estão deixando a linha de partida
Não tem nenhum homem em um barco de frente do pôr do sol,Tem um barco na frente do pôr do sol.,Um homem está em um barco na frente do pôr do sol
Um ciclista frio está comemorando,Um homem pedala contente.,Não tem nenhum ciclista frio celebrando
Um ciclista está segurando uma bicicleta sobre sua cabeça em um grupo de pessoas,Um homem ergue um objeto pesado no meio da multidão.,Um ciclista solitário está pousando uma bicicleta
Um menino jovem está andando de mountain bike pela lama,Uma pessoa pedala por terra em uma bicicleta.,Não tem nenhum menino jovem andando de mountain bike pela lama
A mulher não está cortando alho em cubos,A mulher não está cortando cebola.,A mulher está cortando alho em cubos
Alguém não está mexendo pimenta em uma chaleira,Alguém está mexendo algo em um pote.,Alguém está mexendo pimenta em uma chaleira
Um homem está limpando a beira de uma tigela,Um homem está perto de uma tigela.,Não tem nenhum homem limpando a borda de uma tigela
Uma mulher está fritando carne,Alguém cozinha um alimento.,Uma mulher não está fritando carne
Um tigre está caminhando ao redor,Um animal está se movendo ali.,Um tigre não está andando em círculos
Um cachorro está olhando para um balcão de loja,Um animal está olhando para um objeto.,Não tem nenhum cachorro olhando ao redor
Um cachorro está olhando ao redor,Um animal está olhando.,Não tem nenhum cachorro olhando ao redor
A mulher não está colocando macarrão em um prato,Alguém não está pondo massa num pote.,Uma mulher está colocando macarrão em um prato
A criança está em silêncio,Há alguém em silêncio.,Um menino está dizendo uma palavra
Uma mulher está despejando ovos em uma frigideira,Uma pessoa cozinha algo no fogão.,Uma mulher está removendo ovos de uma frigideira
Uma mulher não está fritando algum alimento,Alguém não está fritando algum alimento.,Uma mulher está fritando alguma comida
Não tem nenhuma mulher fritando comida,Não tem homem algum lavando louça.,Uma mulher está fritando comida
Não tem nenhum homem despejando produto de limpeza na pia,Tem um homem usando algum produto na pia.,Um homem está despejando produto de limpeza na pia
Um homem está brincando com água,Alguém mexe com a água.,Um homem não está brincando com água
Não tem nenhum homem fazendo truque com cartas,Não há nenhum homem jogando com cartas.,Um homem está fazendo um truque de cartas
Ninguém está brincando com um sapo,Alguém não está brincando com nada.,Alguém está brincando com um sapo
Não tem nenhum homem polvilhando queijo ralado em uma pizza,Tem uma pizza sem queijo ralado sendo preparada.,Um homem está colocando um pouco de queijo em uma pizza
Uma pessoa está fatiando uma batata,Uma pessoa está usando uma faca.,Não tem nenhuma pessoa fatiando uma batata
Não tem nenhuma pessoa tocando um piano,Não tem nenhuma pessoa cantando um blues.,Uma pessoa está tocando um piano
Dois lutadores de sumô não estão lutando,Dois atletas orientais não lutam.,Dois lutadores de sumô estão lutando
Não tem nenhum chefe que está preparando uma refeição,Não tem nenhum cozinheiro que está fritando um ovo.,Um chefe está preparando alguma comida
Um chefe está preparando uma refeição,Alguém está cozinhando algo.,Não tem nenhum chefe que está preparando uma refeição
Um homem está pescando no rio,Alguém está perto da água.,Não tem nenhum homem pescando no rio
Uma mulher está tocando o violino,Alguém está tocando um instrumento.,Não tem nenhuma mulher tocando violino
Um homem está cortando uma batata,Alguém está cortando um legume.,Não tem nenhum homem cortando uma batata
Um homem está cortando uma batata,Um homem está segurando algo.,Não tem nenhum homem fatiando uma batata
Não tem nenhum homem cortando uma batata,Não tem um homem comendo uma batata.,um homem está cortando uma batata
Um homem não está cortando uma cebola,Alguém não está cortando uma cebola.,Um homem está cortando uma cebola
Não tem nenhum homem cortando cebolas,Não tem nenhum homem cozinhando jantares.,Um homem está cortando cebolas
Não tem nenhum homem colocando algum queijo em uma pizza,Não tem nenhum rapaz comendo qualquer bolo num prato.,Um homem está polvilhando queijo ralado em uma pizza
Ninguém está mexendo um pote de pimenta com uma colher,Ninguém está lavando um cesto de roupas agora.,Alguém está mexendo uma panela de pimentas com uma colher
A pessoa está andando a cavalo,A pessoa está se movendo.,A pessoa não está montando o cavalo
Ninguém está dobrando um pedaço de papel,Alguém não dobra papel.,Uma pessoa está dobrando um pedaço de papel
Um homem está tocando teclados,Um homem está tocando um piano.,Um homem não está tocando teclados
Uma mulher está comendo um bolinho,Uma pessoa está comendo algo.,Uma mulher não está comendo um bolinho
Um cachorro está latindo para uma bola,Um animal faz barulho perto de algo.,Não tem nenhum cachorro latindo para uma bola
Não tem nenhuma menina andando a cavalo,Não tem criança andando a cavalo.,A menina está trotando no cavalo
O homem está alimentando a cobra com um rato,A cobra come o rato.,O homem não está alimentando a cobra com um rato
Um grupo de pessoas não está dançando em um concerto,Pessoas estão em um concerto.,Um grupo de pessoas está dançando em um concerto
Uma mulher está cortando cebolas,Alguém está cortando vegetais.,Não tem nenhuma mulher cortando cebolas
Não tem nenhuma mulher disparando um rifle,Não tem nenhum homem usando um rifle.,Uma mulher está disparando um rifle
Uma mulher não está cortando brócolis,Uma pessoa está comendo cenoura.,Uma mulher está cortando brócolis
Uma pessoa não está segurando um gambá,Uma pessoa não está segurando um canário.,Uma pessoa está segurando um gambá
Um cara está aparando o gramado,Alguém cuida do jardim.,Não tem nenhum homem aparando a grama
Um cara está aparando o gramado,Alguém está cuidando do jardim.,Não tem nenhum cara aparando o gramado
Alguém está dobrando um pedaço de papel,Alguém está tocando um objeto.,Ninguém está dobrando um pedaço de papel
Uma mulher está fritando peixe,Um peixe está sendo frito.,Uma mulher não está fritando peixe
Não tem nenhum homem lendo o e-mail,Ninguém está lendo o e-mail.,Um homem está lendo o e-mail
Um menino pequeno está cantando e tocando o violão,Alguém está cantando e tocando um instrumento.,O menino pequeno não está cantando e tocando o violão
Um bebê não está tocando um violão,Um animal não toca um piano.,Um bebê está tocando um violão
Um homem está removendo alguma comida de uma caixa,Um homem está pegando algo de uma caixa.,O homem está colocando frango no recipiente
O homem não está pondo frango no recipiente,O homem não está pondo aves no recipiente.,O homem está colocando frango no recipiente
A senhora está descascando a batata,A senhora está cozinhando algo.,Uma mulher não está descascando uma batata
Uma mulher está descascando uma batata,Uma pessoa cozinha um alimento.,Não tem nenhuma senhora descascando a batata
A senhora está descascando a batata,A senhora está comendo a batata.,Não tem nenhuma senhora descascando a batata
Alguém está tocando piano,Alguém está fazendo música.,Alguém não está tocando piano
Uma pessoa está tocando um teclado,Alguém está usando um teclado.,Uma pessoa não está tocando teclado
O homem não está fatiando uma batata,Alguém não está fatiando batata.,O homem está fatiando a batata
Uma mulher não está fatiando um pepino,Um adulto não está fatiando uma abobrinha.,Uma mulher está fatiando um pepino
Alguém está lendo o e-mail,Alguém está lendo algo.,Alguém não está lendo o e-mail
O gato empoleirado na mesa não está olhando janela afora,O gato na mesa não está olhando para a rua.,O gato empoleirado na mesa está olhando pela janela
Um homem está pensando,Alguém está pensando.,Não tem nenhum homem pensando
O homem não está cortando um tronco de árvore com um machado,O homem não usa um machado na árvore.,O homem está cortando um tronco de árvore com um machado
O homem está operando uma máquina de taquigrafria,Um sujeito digita em um dispositivo mecânico.,O homem não está operando um estenógrafo
O homem está despejando líquido em uma panela,O homem está cozinhando algo na panela.,Não tem nenhum homem despejando líquido em uma panela
Um texugo está cavando a terra astutamente,Um animal está remexendo o solo rapidamente.,O texugo não está cavando um buraco
Um homem está tocando o violão,Um homem está tocando um instrumento.,Não tem nenhum homem tocando o violão
Um homem está tocando dois teclados,Alguém está tocando um teclado.,Não tem nenhum homem tocando dois teclados
Não tem nenhuma mulher cortando brócolis,Não tem mulher cortando vegetal.,Uma mulher está cortando brócolis
Dois homens estão jogando pebolim,Homens estão jogando um jogo.,Dois homens estão jogando tênis de mesa
Um homem está tocando violão,Alguém está tocando um som.,Não tem nenhum homem tocando um violão
Não tem nenhum homem tocando violão,Não tem nenhum homem tocando piano.,Um homem está tocando violão
Um cervo está de pé dentro de uma cerca,Um animal está dentro de uma cerca.,O cervo está saltando sobre a cerca
Um cervo está saltando sobre uma cerca de ferro,Um animal está pulando sobre uma barreira.,O cervo não está pulando por cima da cerca
Três homens estão pulando na parede,Homens estão perto da parede.,Três homens estão pulando de um muro
Nenhuma cobra está sendo alimentada com um rato por um homem,Nenhum rato alimenta uma cobra por um homem.,O homem está cuidadosamente alimentando a cobra com um rato
Um homem está tocando um violão,Um homem está fazendo música.,Um homem não está tocando um violão
Alguns homens estão serrando,Alguns homens estão trabalhando.,Não tem homens serrando
Uma pessoa está andando de motocicleta,Uma pessoa está usando um veículo.,Uma pessoa está em pé perto de uma bicicleta
Uma pessoa não está picando uma cebola,Uma criança não está comendo uma pera.,Uma pessoa está picando uma cebola
Ninguém está enxaguando um bife com água,Alguém não está lavando um bife com água.,Um homem está lavando um grande bife
Ninguém está enxaguando um bife com água,Alguém não está lavando um bife com água.,Uma pessoa está levantando um bife com água
Uma pessoa não está tocando o teclado,Alguém não usa este teclado.,Um homem está tocando teclado
A máquina não está apontando um lápis,Um robô não está segurando a caneta.,A máquina está apontando o fim de um lápis
Não tem nenhum filhote de cachorro rolando,Não existe um único canídeo se divertindo.,Um filhote de cachorro está rolando de um lado para outro de costas repetidamente
Não há nenhum cachorro rolando de um lado para outro,Não há nenhum cachorro correndo no local.,Um cachorro está rolando de um lado para o outro
Não tem nenhum homem dando um telefonema,Não tem nenhum homem usando um telefone.,Um homem está dando um telefonema
Um homem está tocando flauta,Alguém está tocando flauta.,Não tem nenhum homem tocando flauta
Um gato está preso em um ventilador de teto móvel,Um felino está em apuros no teto.,Não tem nenhum gato balançando em um ventilador
Homens estão serrando troncos,Lenhadores estão serrando madeira.,Não tem homens serrando
Não tem nenhum homem misturando,Não tem nenhum homem cozinhando.,Um homem está misturando
O homem não está tocando piano,O piano não está a ser tocado.,O homem está tocando um piano
A menina está pulando imprudentemente para dentro de um carro,A menina está entrando rapidamente em um carro.,A menina não está pulando no carro imprudentemente
Uma pessoa está cantando e tocando violão,Uma mulher está cantando uma canção.,Não tem ninguém cantando e tocando violão
A comida nas bandejas não está sendo comida pelos filhotes de gato,A comida não está sendo comida pelos filhotes.,Alguns filhotes de gato estão comendo
A comida nas bandejas não está sendo comida pelos filhotes de gato,A comida nas bandejas está sendo evitada pelos felinos jovens.,A comida nas bandejas está sendo comida pelos filhotes de gato
Um papagaio está falando,Um pássaro está falando.,O papagaio está silencioso em frente ao microfone
O papagaio está falando no microfone,Um pássaro emite som alto.,Não tem nenhum papagaio falando
O homem está espalhando descuidadamente a manteiga em uma fatia de pão de alho,Um indivíduo saboreia um lanche untado numa torrada aromática.,O homem não está espalhando manteiga no pão
Tofu está sendo fatiado por uma mulher,Uma pessoa está fatiando tofu.,Tofu não está sendo fatiado pela mulher
Não tem nenhum cozinheiro fatiando alguns pimentões,Tem um cozinheiro fatiando alguns vegetais.,A pessoa está cortando em cubos uma pimenta que é laranja
A pessoa não está cortando uma pimenta laranja em cubos,A pessoa não está cortando uma pimenta em cubos.,A pessoa está cortando em cubos uma pimenta que é laranja
Uma chita está perseguindo suas presas através de um campo,Um animal está correndo em um campo.,Não tem nenhuma chita correndo rapidamente atrás de sua presa
Uma chita está correndo rapidamente atrás de sua presa,Um animal selvagem está correndo atrás de outro.,Uma presa está correndo rapidamente atrás da chita
Uma chita está correndo rapidamente atrás de sua presa,Um felino está se movendo velozmente em busca de alimento.,Não tem nenhuma chita correndo rapidamente atrás de sua presa
Uma mulher está quebrando dois ovos em uma tigela,Ovos estão sendo quebrados em uma tigela.,Não tem nenhuma mulher quebrando ovos em uma tigela
O menino não está tocando o piano alegremente,O menino está tocando um piano.,Um menino está tocando animadamente o piano
Um homem está ligando o micro-ondas,Alguém está usando eletricidade.,Não há nenhum homem apertando os botões de um microondas
Um homem está ligando o micro-ondas,Um adulto usa eletrodomésticos.,Um homem está desligando o micro-ondas
Um homem está imprudentemente cavalgando um cavalo,Um indivíduo está montando um animal.,Não tem nenhum homem imprudentemente andando a cavalo
Nenhuma cebola está sendo cortada por um homem,Nenhum homem corta uma cebola agora.,Uma cebola está sendo cortada por um homem
Um filhote de gato está bebendo leite fresco,Um gato jovem bebe um líquido branco.,Não tem nenhum leite sendo bebido por um gato
Um filhote de gato está bebendo leite fresco,Um gato está bebendo leite.,Não tem nenhum filhote de gato bebendo leite
Não tem nenhum leite sendo bebido por um gato,Não tem um leite sendo bebido por um gato.,O leite está sendo bebido por um gato
O homem está despejando um pouco de óleo nos tomates,O homem está colocando óleo nos tomates.,Um homem não está despejando óleo nos tomates
O violão está sendo tocado por um homem,Um homem toca o violão.,O violão não está sendo tocado por ninguém
Não tem nenhuma mulher descascando uma batata,Não tem homem algum cortando um tomate.,A batata está sendo descascada por uma mulher
Uma mulher está descascando uma batata,Uma pessoa cozinha um alimento.,A batata não está sendo descascada por uma mulher
A batata está sendo descascada por uma mulher,Uma mulher descasca a batata.,A batata não está sendo descascada por uma mulher
Uma flauta está sendo tocada por uma menina,Uma criança toca um instrumento.,Uma flauta está sendo guardada por uma menina
As janelas estão sendo limpas por um homem,Um homem está limpando janelas.,Não tem nenhuma janela sendo limpa por um homem
Um homem está fatiando um tomate,Um homem está usando uma faca.,Não tem nenhum homem fatiando um tomate
Um homem está falando em um pódio,Alguém está fazendo um discurso.,Não tem nenhum homem falando em um pódio
Não tem nenhum cachorro brincando com uma bola vermelha,Não tem um gato correndo atrás de um rato cinza.,Dois salsichas estão brincando com uma bola vermelha
Não tem nenhuma criança segurando uma pistola de água ou sendo pulverizada com água,Não tem nenhum adulto usando um lança-chamas ou carregando um galão de álcool.,Uma criança risonha está segurando uma pistola de água e sendo espirrada com água
Duas crianças e um adulto estão em pé próximos a um galho de árvore,Uma criança e um adulto estão perto da árvore.,Duas crianças e um adulto não estão parados próximos a um galho de árvore
Dois homens não estão segurando varas de pescar,Homens não estão segurando varas.,Dois homens estão segurando varas de pescar
Um homem está sentado perto de uma bicicleta e escrevendo uma nota,Um homem está escrevendo uma nota.,Não tem nenhum homem escrevendo uma nota perto de uma bicicleta
Não tem nenhum homem vestindo roupas que estão cobertas com tinta ou sentado do lado de fora em uma área movimentada escrevendo algo,Não tem nenhum homem vestindo roupas cobertas com tinta sentado do lado de fora escrevendo.,Um homem está usando roupas que estão cobertas com tinta e está sentado em uma área movimentada escrevendo algo
Um homem está sentado em uma cadeira e esfregando seus olhos,Alguém está sentado e tocando o rosto.,Não tem nenhum homem sentado em uma cadeira e esfregando os olhos
Uma bola de futebol de campo não está rolando para uma rede de gol,Um homem de terno azul não está correndo para uma agência bancária.,Uma bola de futebol está rolando na rede
Não tem nenhuma menina com uma sacola preta em um trem lotado,Não tem uma mulher com uma sacola preta no trem lotado.,Uma menina com uma sacola preta está em um trem lotado
Uma multidão de pessoas está perto da água,Pessoas estão perto da água.,Uma multidão de pessoas está longe da água
Uma senhora nua está andando em frente a uma multidão com pintura corporal,Uma pessoa sem roupa caminha perante muitas pessoas com tinta no corpo.,Não tem nenhuma senhora de pintura corporal andando em frente a uma multidão
Um homem está tocando um violão no palco,Um músico está se apresentando ao vivo.,Não há nenhum homem tocando um violão no palco
Um homem usando uma camisa tingida de preto está sentado à mesa e rindo,Alguém vestindo uma camisa preta está sentado e sorrindo.,"Não tem nenhum homem usando uma camisa tingida de preto, sentado à mesa e rindo"
O menino está sentado perto do oceano azul,Existe um menino próximo à água azul.,Um menino está vadeando pelo oceano azul
Não tem nenhum homem sobre uma rocha alta acima de algumas árvores paradas em uma posição estranha,Um ser humano não está em uma pedra acima de umas árvores imóveis numa pose esquisita.,Um homem está em uma rocha acima de algumas árvores e está parado em uma posição estranha
Um caminhante está no topo da montanha e está dançando,Um homem está na montanha e está feliz.,Não tem nenhum praticante de trilha dançando em cima da montanha
Três crianças asiáticas estão dançando e um homem está olhando,Crianças estão dançando e um homem está olhando.,Três crianças asiáticas estão dançando e não há nenhum homem olhando
Não tem nenhum motociclista pilotando uma moto ao longo de uma estrada,Não tem nenhum ciclista pedalando numa bike ao longo de um rio.,Um motociclista está pilotando a motocicleta ao longo da rodovia
Ninguém está em uma moto e está de pé no assento,Ninguém está andando de moto em pé.,Alguém está em uma motocicleta preta e branca e está sentado no assento
Um motociclista está de pé no banco de uma motocicleta branca,Um homem está em pé em uma motocicleta.,Nenhum motociclista está de pé no banco de uma motocicleta
Várias pessoas estão em frente a um prédio colorido,Pessoas admiram um edifício vibrante.,Ninguém está em frente ao edifício colorido
O cervo está pulando sobre uma cerca,Um animal está saltando sobre algo.,Um cervo não está pulando sobre a cerca
Um grupo de amigos está navegando a corrente em um bote,Um grupo de pessoas está em um bote.,Um grupo não está pegando a correnteza em um bote
Cinco crianças estão de pé juntas e uma criança tem uma pistola,Uma criança tem uma pistola na mão.,Cinco crianças estão de pé juntas e nenhuma das crianças tem uma arma
Um homem está pulando em uma piscina vazia,Um homem está em uma piscina.,Um homem está pulando em uma piscina cheia
Não tem nenhum ciclista pulando no ar,Não tem nenhum homem voando no ar.,Um ciclista solitário está pulando no ar
O cavalo marrom está perto de um barril vermelho no rodeio,Um cavalo está perto de um barril no rodeio.,Um cavalo marrom está longe de um barril vermelho em um rodeio
Uma mulher não está falando em um telefone,Alguém não está usando um telefone.,Uma mulher está falando em um telefone
Um ciclista está pelado,Um homem está sem roupa.,Um motociclista está usando um equipamento que é preto
"Um cachorro, que é castanho, e um que é preto estão correndo na grama",Um cão castanho e um cão preto estão correndo na grama.,Não tem nenhum cachorro correndo na grama
Não tem nenhuma mulher fatiando uma batata,Não tem homem algum cortando um tomate.,Uma mulher está fatiando uma batata
Não tem nenhuma mulher fatiando uma cenoura,Não tem mulher alguma cortando um legume.,Uma mulher está fatiando uma cenoura
Não tem nenhum homem tocando um violão,Não tem nenhum homem tocando um piano.,Um homem está tocando um violão
Não tem nenhum cachorro andando de skate,Não tem nenhum gato comendo bolo.,Um cachorro está andando de skate
Não tem nenhuma mulher andando a cavalo,Não tem nenhum homem andando de carro.,Uma mulher está andando a cavalo
Não tem nenhum cachorro grande correndo sobre a grama com uma bola de tênis na boca,Não tem um único gato pequeno dormindo perto da porta com uma coleira vermelha no pescoço.,Um cachorro grande está correndo na grama com uma bola de tênis na boca
A jovem menina com camisa rosa está tranquilamente deitada na grama,Uma menina está deitada na grama verde e macia.,A jovem menina com camisa rosa não está tranquilamente deitada na grama
Um cachorro está perto da bola vermelha no ar,Uma bola vermelha está no ar.,Um cachorro está longe da bola vermelha no ar
Uma mulher está usando óculos escuros de tamanho grande e está segurando jornais nas duas mãos,Uma pessoa está de óculos e carrega objetos em ambas as mãos.,Não tem nenhuma mulher usando óculos de sol grandes e segurando jornais nas duas mãos
Não tem nenhum menino de pé na frente do prédio azul no espaço reservado para pessoas com deficiência,Não tem nenhum homem de pé perto da entrada do prédio azul no estacionamento exclusivo.,Um menino está em pé em frente ao edifício azul no espaço reservado para pessoas com deficiência
A menina jovem está soprando uma bolha que é grande,A menina sopra uma bolha que é redonda.,Uma jovem menina está assoprando uma bolha que é muito pequenina
A menina com uniforme azul e branco não está torcendo,A menina não está torcendo.,A menina de uniforme azul e branco está torcendo
O homem de camiseta cinza está sentado em uma pedra em frente a cachoeira,Um homem veste cinza e descansa perto da água.,Não há nenhum homem de camiseta cinza sentado em uma pedra na frente da cachoeira
Um parque de patinação no gelo localizado ao ar livre está cheio de pessoas,Há muita gente patinando no gelo.,Não tem muitas pessoas no parque de patinação no gelo
Muitas pessoas estão em um parque de patinação no gelo,Algumas pessoas estão patinando no gelo.,Não estão muitas pessoas em um parque de patinação no gelo
Não tem nenhuma criança pequena jogando futebol e caindo na grama,Não tem nenhum adulto idoso nadando no lago e afogando na água.,A criança pequena está jogando futebol e caindo na grama
Ninguém está na neve usando roupas que fornecem camuflagem,Ninguém está na neve usando roupas cor-de-rosa.,"Duas pessoas estão na neve, usando roupas que oferecem camuflagem"
O cachorro está abocanhando algumas gotas de água,Um animal bebe um pouco de água.,O cachorro não está abocanhando algumas gotas de água
O homem de chapéu roxo não está operando uma câmera que faz vídeos,O homem de chapéu roxo não está operando uma câmera.,O homem de chapéu roxo está operando uma câmera que faz vídeos
Um homem com uma câmera está estudando o assunto,Alguém estuda sobre o referido tema.,Não tem nenhum homem com uma câmera estudando o assunto
Duas pessoas grandes estão sentadas em um banco do parque e elas têm uma garrafa de refrigerante entre elas,Duas pessoas estão sentadas em um banco.,Duas pessoas grandes estão paradas perto de um banco do parque e não há nada entre elas
Um cachorro que é peludo e preto está em um quintal dos fundos e está carregando uma cesta em sua boca,Um animal que é preto está num quintal e carrega algo na boca.,Não tem nenhum cachorro que é peludo e preto no quintal carregando uma cesta em sua boca
Dois cachorros de raças diferentes estão se olhando através da rua,Um cachorro observa algo do outro lado da rua.,Não tem cachorros de diferentes raças se entreolhando através da rua
O ciclista está realizando um truque no ar,O ciclista está andando de bicicleta.,O ciclista não está realizando um truque no ar
Um menino jovem não está escalando uma parede feita de pedra,Um menino jovem não está subindo em nada.,O menino jovem está escalando a parede de pedra
"Uma jovem senhora com cabelo castanho claro está usando um colar vermelho, um moletom e brincos e está sorrindo",Uma mulher está usando um colar e brincos enquanto sorri.,"Não tem nenhuma jovem senhora com cabelos castanhos claros usando um colar vermelho, um suéter e brincos e sorrindo"
